A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U
9253954072,https://smartstore.naver.com/magussa5/products/9253954072,https://us.sandro-paris.com/en/womens/clothing/coats/shearling-coat/SFPOU00538.html?dwvar_SFPOU00538_color=23#sz=72&start=1,https://m.blog.naver.com/cinnamon_roll/223210460687,산드로,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 시어링 코트,nan
9254005638,https://smartstore.naver.com/magussa5/products/9254005638,https://us.sandro-paris.com/en/womens/clothing/coats/eyelet-trench-coat/SFPOU00565.html?dwvar_SFPOU00565_color=20#sz=72&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 아일렛 트렌치코트,nan
9254868497,https://smartstore.naver.com/magussa5/products/9254868497,https://us.sandro-paris.com/en/womens/clothing/coats/long-trench-style-coat/SFPOU00531.html?dwvar_SFPOU00531_color=13#sz=96&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 롱 트렌치 스타일 코트,nan
9256529498,https://smartstore.naver.com/magussa5/products/9256529498,https://us.sandro-paris.com/en/womens/clothing/sweaters-cardigans/cropped-coatigan/SFPCA00889.html?dwvar_SFPCA00889_color=B275#sz=120&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 크롭 코트건,nan
9256551891,https://smartstore.naver.com/magussa5/products/9256551891,https://us.sandro-paris.com/en/womens/clothing/sweaters-cardigans/cropped-knitted-cardigan/SFPCA00865.html?dwvar_SFPCA00865_color=24#sz=120&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 크롭 니트 가디건,nan
9256577256,https://smartstore.naver.com/magussa5/products/9256577256,https://us.sandro-paris.com/en/womens/clothing/jackets-blazers/structured-cropped-jacket/SFPVE00846.html?dwvar_SFPVE00846_color=B198#sz=120&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 구조적인 크롭 재킷,nan
9256598853,https://smartstore.naver.com/magussa5/products/9256598853,https://us.sandro-paris.com/en/womens/clothing/coats/long-officer-coat/SFPOU00560.html?dwvar_SFPOU00560_color=24#sz=120&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 롱 오피서 코트,nan
9256622485,https://smartstore.naver.com/magussa5/products/9256622485,https://us.sandro-paris.com/en/womens/clothing/jackets-blazers/leather-jacket/SFPVE00256.html?dwvar_SFPVE00256_color=20#sz=168&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 가죽 재킷,nan
9256767685,https://smartstore.naver.com/magussa5/products/9256767685,https://us.sandro-paris.com/en/womens/clothing/coats/cropped-shearling-jacket/SFPOU00566.html?dwvar_SFPOU00566_color=16#sz=168&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 크롭 시어링 재킷,nan
9256794003,https://smartstore.naver.com/magussa5/products/9256794003,https://us.sandro-paris.com/en/womens/clothing/sweaters-cardigans/believe-sweatshirt/SFPSW00597.html?dwvar_SFPSW00597_color=34#sz=216&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 빌리브 스웨트셔츠,nan
9256821890,https://smartstore.naver.com/magussa5/products/9256821890,https://us.sandro-paris.com/en/womens/clothing/jackets-blazers/reversible-denim-jacket/SFPBL00878.html?dwvar_SFPBL00878_color=47#sz=216&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 리버서블 데님 재킷,nan
9259251541,https://smartstore.naver.com/magussa5/products/9259251541,https://us.sandro-paris.com/en/womens/clothing/dresses/short-tie-print-dress/SFPRO03139.html?dwvar_SFPRO03139_color=47#sz=216&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 쇼트 타이 프린트 드레스,nan
9259277826,https://smartstore.naver.com/magussa5/products/9259277826,https://us.sandro-paris.com/en/womens/clothing/pants-shorts/wide-legs-pants/SFPPA00617.html?dwvar_SFPPA00617_color=44#sz=216&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 와이드 팬츠,nan
9259302010,https://smartstore.naver.com/magussa5/products/9259302010,https://us.sandro-paris.com/en/womens/clothing/jackets-blazers/oversized-blazer/SFPVE00840.html?dwvar_SFPVE00840_color=23#sz=240&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 오버사이즈 블레이저,nan
9259318300,https://smartstore.naver.com/magussa5/products/9259318300,https://us.sandro-paris.com/en/womens/clothing/coats/wool-pea-jacket/SFPOU00573.html?dwvar_SFPOU00573_color=24#sz=240&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 울 피 재킷,nan
9259333305,https://smartstore.naver.com/magussa5/products/9259333305,https://us.sandro-paris.com/en/womens/clothing/dresses/strappy-dress/SFPRO03135.html?dwvar_SFPRO03135_color=4750#sz=264&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 끈끈한 드레스,nan
9259423732,https://smartstore.naver.com/magussa5/products/9259423732,https://us.sandro-paris.com/en/womens/clothing/dresses/velvet-maxi-dress/SFPRO03213.html?dwvar_SFPRO03213_color=20#sz=288&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 벨벳 맥시 드레스,nan
9262113721,https://smartstore.naver.com/magussa5/products/9262113721,https://us.sandro-paris.com/en/womens/clothing/dresses/long-knitted-dress/SFPRO02742.html?dwvar_SFPRO02742_color=44#sz=48&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 롱 니트 드레스,nan
9262076230,https://smartstore.naver.com/magussa5/products/9262076230,https://us.sandro-paris.com/en/womens/clothing/dresses/long-sleeved-short-dress/SFPRO01105.html?dwvar_SFPRO01105_color=11#sz=48&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 긴팔 쇼트 드레스,nan
9262138815,https://smartstore.naver.com/magussa5/products/9262138815,https://us.sandro-paris.com/en/womens/clothing/dresses/balloon-sleeved-dress/SFPRO02749.html?dwvar_SFPRO02749_color=44#sz=72&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 벌룬 슬리브 드레스,nan
9262162689,https://smartstore.naver.com/magussa5/products/9262162689,https://us.sandro-paris.com/en/womens/clothing/dresses/short-tweed-dress/SFPRO02554.html?dwvar_SFPRO02554_color=20#sz=96&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 쇼트 트위드 드레스,nan
9265217411,https://smartstore.naver.com/magussa5/products/9265217411,https://us.sandro-paris.com/en/womens/clothing/coats/trench-coat-with-pleated-back/SFPOU00527.html?dwvar_SFPOU00527_color=17#sz=168&start=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,산드로 뒷면이 주름진 트렌치코트,nan
9265819086,https://smartstore.naver.com/magussa5/products/9265819086,https://mobile.yoox.com/us/45803829PE/item#cod10=45803829PE&sizeId=1,https://m.blog.naver.com/PostView.naver?blogId=how20909&logNo=222788978712&referrerCode=0&searchKeyword=%EB%B2%84%EB%B2%84%EB%A6%AC,구찌,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌  백팩,nan
9265893605,https://smartstore.naver.com/magussa5/products/9265893605,https://mobile.yoox.com/us/45809668OR/item#dept=women_oneofthekind&sts=SearchResult&cod10=45809668OR&sizeId=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,세라피안  핸드백,nan
9265966026,https://smartstore.naver.com/magussa5/products/9265966026,https://mobile.yoox.com/us/45808229RC/item#dept=women_oneofthekind&sts=SearchResult&cod10=45808229RC&sizeId=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,랑방  핸드백,nan
9266019501,https://smartstore.naver.com/magussa5/products/9266019501,https://mobile.yoox.com/us/45799177WC/item#dept=women_oneofthekind&sts=SearchResult&cod10=45799177WC&sizeId=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NANUSHKA 크로스백,nan
9266051993,https://smartstore.naver.com/magussa5/products/9266051993,https://mobile.yoox.com/us/45803101MS/item#dept=women_oneofthekind&sts=SearchResult&cod10=45803101MS&sizeId=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FERRAGAMO 핸드백,nan
9266095527,https://smartstore.naver.com/magussa5/products/9266095527,https://mobile.yoox.com/us/45687104VF/item#dept=women_oneofthekind&sts=SearchResult&cod10=45687104VF&sizeId=1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DOLCE & GABBANA 핸드백,nan
9267442115,https://smartstore.naver.com/magussa5/products/9267442115,https://www.jomashop.com/gucci-ladies-zumi-grainy-leather-medium-top-handle-bag-in-black-564714-1b90x-1000.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌 여성용 Zumi 그레이니 가죽 미디엄 탑 핸들 백,nan
9267466475,https://smartstore.naver.com/magussa5/products/9267466475,https://www.jomashop.com/gucci-disney-x-gucci-pouch-602552-hwubm-8559.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌 디즈니 X 파우치,nan
9267475772,https://smartstore.naver.com/magussa5/products/9267475772,https://www.jomashop.com/burberry-ladies-warm-tan-small-two-tone-leather-olympia-bag-8034707.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,버버리 여성용 웜 탠 스몰 투톤 가죽 올림피아 백,nan
9267484370,https://smartstore.naver.com/magussa5/products/9267484370,https://www.jomashop.com/burberry-ladies-small-lola-quilted-check-cashmere-bag-8047025.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Burberry 여성용 스몰 롤라 퀼팅 체크 캐시미어 백,nan
9267548272,https://smartstore.naver.com/magussa5/products/9267548272,https://www.jomashop.com/celine-ladies-raffia-and-calfskin-medium-quilted-basket-bag-190002bmm-38no.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Celine 여성용 라피아 및 송아지 가죽 미디엄 퀼팅 바스켓 백,nan
9267568898,https://smartstore.naver.com/magussa5/products/9267568898,https://www.jomashop.com/celine-ladies-plaid-fabric-tote-bag-196952eo411yw.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,셀린느 여성용 체크 무늬 패브릭 토트백,nan
9267587834,https://smartstore.naver.com/magussa5/products/9267587834,https://www.jomashop.com/burberry-grainy-leather-small-frances-bag-8062990.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Burberry 그레이니 가죽 스몰 프란시스 백,nan
9270478758,https://smartstore.naver.com/magussa5/products/9270478758,https://www.mytheresa.com/kr/ko/women/saint-laurent-le-5-a-7-small-leather-tote-bag-white-p00859187,nan,nan,nan,nan,nan,2024/03/17/15:58:59,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Le 5 ? 7 스몰 레더 토트 백,1960.0
9270522158,https://smartstore.naver.com/magussa5/products/9270522158,https://www.mytheresa.com/kr/ko/women/saint-laurent-manhattan-mini-leather-crossbody-bag-brown-p00859198,nan,nan,nan,nan,nan,2024/03/17/17:06:34,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Manhattan 미니 레더 크로스 백,1595.0
9270621374,https://smartstore.naver.com/magussa5/products/9270621374,https://www.mytheresa.com/kr/ko/women/saint-laurent-le-5-a-7-small-leather-shoulder-bag-brown-p00830355,nan,nan,nan,nan,nan,2024/03/17/17:07:28,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Le 5 ? 7 스몰 스웨이드 숄더 백,2145.0
9270638983,https://smartstore.naver.com/magussa5/products/9270638983,https://www.mytheresa.com/kr/ko/women/saint-laurent-niki-medium-leather-shoulder-bag-beige-p00859223,nan,nan,nan,nan,nan,2024/03/17/17:08:23,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Niki 미디엄 스웨이드 숄더 백,1795.0
9270658917,https://smartstore.naver.com/magussa5/products/9270658917,https://www.mytheresa.com/kr/ko/women/loro-piana-bale-micro-suede-bucket-bag-green-p00818229,nan,nan,nan,nan,nan,2024/03/17/17:09:18,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,LORO PIANA Bale 마이크로 스웨이드 토트 백,2210.0
9270954248,https://smartstore.naver.com/magussa5/products/9270954248,https://www.mytheresa.com/de/en/women/saint-laurent-college-medium-suede-shoulder-bag-brown-p00832930,nan,nan,nan,nan,2024/02/16/23:16:17,2024/03/17/17:10:04,스토어에 상품이 없습니다.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 컬리지 미디엄 스웨이드 숄더백,2250.0
9270993609,https://smartstore.naver.com/magussa5/products/9270993609,https://www.mytheresa.com/de/en/women/versace-greca-goddess-mini-satin-shoulder-bag-black-p00834543,nan,nan,nan,nan,2024/02/16/23:17:41,2024/03/17/17:10:51,스토어에 상품이 없습니다.,nan,nan,nan,nan,nan,nan,nan,nan,nan,그레카 가디스 미니 새틴 숄더백,1043.0
9271819164,https://smartstore.naver.com/magussa5/products/9271819164,https://www.mytheresa.com/de/en/women/saint-laurent-tuxedo-embellished-box-clutch-white-p00777418,nan,nan,nan,nan,2024/02/16/23:19:05,2024/03/17/17:11:38,스토어에 상품이 없습니다.,nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 턱시도 박스 백,3500.0
9271847333,https://smartstore.naver.com/magussa5/products/9271847333,https://www.mytheresa.com/de/en/women/prada-small-logo-raffia-tote-beige-p00588973,nan,nan,nan,nan,2024/02/16/23:20:29,2024/03/17/17:12:26,스토어에 상품이 없습니다.,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRADA 스몰 로고 라피아 토트 백,1550.0
9271919710,https://smartstore.naver.com/magussa5/products/9271919710,https://www.mytheresa.com/de/en/women/saint-laurent-solferino-medium-leather-crossbody-bag-black-p00832927,nan,nan,nan,nan,nan,2024/03/17/17:13:21,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 솔페리노 미디엄 가죽 크로스바디 백,2750.0
9272030196,https://smartstore.naver.com/magussa5/products/9272030196,https://www.mytheresa.com/de/en/women/valentino-garavani-rockstud-small-leather-trimmed-crossbody-bag-white-p00812518,nan,nan,nan,nan,nan,2024/03/17/17:14:16,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VALENTINO GARAVANI 락스터드 스몰 부클레 크로스바디 백,1100.0
9272045984,https://smartstore.naver.com/magussa5/products/9272045984,https://www.mytheresa.com/de/en/women/valentino-garavani-rockstud-quilted-leather-pouch-white-p00812705,nan,nan,nan,nan,nan,2024/03/17/17:15:10,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VALENTINO GARAVANI 락스터드 퀼팅 가죽 파우치,1100.0
9272263856,https://smartstore.naver.com/magussa5/products/9272263856,https://www.mytheresa.com/de/en/women/valentino-garavani-loco-small-toile-iconographe-tote-bag-blue-p00812626,nan,nan,nan,nan,nan,2024/03/17/17:16:05,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VALENTINO GARAVANI Loc? 스몰 투알 아이코노그래프 토트 백,2100.0
9272284945,https://smartstore.naver.com/magussa5/products/9272284945,https://www.mytheresa.com/de/en/women/valentino-garavani-vlogo-signature-medium-raffia-leather-tote-bag-beige-p00812597,nan,nan,nan,nan,nan,2024/03/17/17:17:00,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VALENTINO GARAVANI VLogo Signature 미디엄 라피아 가죽 토트 백,2100.0
9272298750,https://smartstore.naver.com/magussa5/products/9272298750,https://www.mytheresa.com/de/en/women/saint-laurent-le-37-small-leather-bucket-bag-black-p00830349,nan,nan,nan,nan,nan,2024/03/17/17:17:54,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Le 37 스몰 가죽 버킷 백,2200.0
9272322664,https://smartstore.naver.com/magussa5/products/9272322664,https://www.mytheresa.com/de/en/women/saint-laurent-niki-baby-small-leather-shoulder-bag-brown-p00709648,nan,nan,nan,nan,nan,2024/03/17/17:18:49,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Niki 베이비 스몰 가죽 숄더백,2450.0
9273804616,https://smartstore.naver.com/magussa5/products/9273804616,https://www.mytheresa.com/de/en/women/saint-laurent-le-5-a-7-mini-leather-shoulder-bag-white-p00737165,nan,nan,nan,nan,nan,2024/03/17/17:19:44,변경 완료(가격만 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT Le 5 ? 7 미니 가죽 숄더백,1390.0
9274726336,https://smartstore.naver.com/magussa5/products/9274726336,https://www.mytheresa.com/de/en/women/gucci-double-g-studded-leather-cowboy-boots-black-p00810496,nan,nan,nan,nan,nan,2024/03/17/20:28:13,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GUCCI 더블 G 스터드 가죽 카우보이 부츠,1790.0
9274745241,https://smartstore.naver.com/magussa5/products/9274745241,https://www.mytheresa.com/de/en/women/chloe-raina-rain-boots-green-p00809638,nan,nan,nan,nan,nan,2024/03/17/20:29:27,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHLO? 레이나 장화,343.0
9274776726,https://smartstore.naver.com/magussa5/products/https://smartstore.naver.com/magussa5/products/9274776726,https://www.mytheresa.com/de/en/women/chloe-owena-leather-knee-high-boots-black-p00834918,nan,nan,nan,nan,nan,2024/03/17/20:30:39,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHLO? 오웨나 가죽 니하이 부츠,833.0
9274816780,https://smartstore.naver.com/magussa5/products/9274816780,https://www.mytheresa.com/de/en/women/gucci-horsebit-leather-loafers-black-p00855756,nan,nan,nan,nan,nan,2024/03/17/20:31:52,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GUCCI 홀스빗 가죽 로퍼,895.0
9276138182,https://smartstore.naver.com/magussa5/products/9276138182,https://www.mytheresa.com/de/en/women/khaite-clio-shearling-mules-pink-p00824744,nan,nan,nan,nan,nan,2024/03/17/20:33:04,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,KHAITE 클리오 시어링 뮬,672.0
9276162462,https://smartstore.naver.com/magussa5/products/9276162462,https://www.mytheresa.com/de/en/women/prada-saint-tropez-suede-loafers-brown-p00819411,nan,nan,nan,nan,nan,2024/03/17/20:34:17,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,PRADA 생트로페 스웨이드 로퍼,820.0
9276315346,https://smartstore.naver.com/magussa5/products/9276315346,https://www.mytheresa.com/de/en/women/prada-shearling-lined-leather-slides-black-p00819417,nan,nan,nan,nan,nan,2024/03/17/20:35:29,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,PRADA 시어링 안감 가죽 슬라이드,950.0
9278841305,https://smartstore.naver.com/magussa5/products/9278841305,https://www.mytheresa.com/de/en/women/saint-laurent-spontini-110-satin-slingback-pumps-black-p00829376,nan,nan,nan,nan,nan,2024/03/17/20:36:42,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,SAINT LAURENT 스폰티니 110 새틴 슬링백 펌프스,995.0
9278900800,https://smartstore.naver.com/magussa5/products/9278900800,https://www.mytheresa.com/de/en/women/daccori-carre-embellished-satin-sandals-green-p00818046,nan,nan,nan,nan,nan,2024/03/17/20:37:55,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,D'ACCORI 카레 장식 새틴 샌들,285.0
9278940133,https://smartstore.naver.com/magussa5/products/9278940133,https://www.mytheresa.com/de/en/women/versace-medusa-95-embellished-satin-sandals-pink-p00835167,nan,nan,nan,nan,nan,2024/03/17/20:39:08,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VERSACE 메두사 '95 장식 새틴 샌들,395.0
